<AQUIFER>,,
Bore,Depth_Water,WL_Date
TV Linder Rd,66.1,8-Oct-70
TV Linder Rd,68.78,9-Nov-70
TV Linder Rd,75.04,18-Jan-71
TV Linder Rd,79.09,17-Mar-71
TV Linder Rd,102.22,12-May-71
TV Linder Rd,95.89,13-Jul-71
TV Linder Rd,63.47,27-Sep-71
TV Linder Rd,70.34,6-Dec-71
TV Linder Rd,73.06,4-Jan-72
TV Linder Rd,78.44,17-Mar-72
TV Linder Rd,93.84,12-May-72
TV Linder Rd,93.62,8-Jun-72
TV Linder Rd,77.11,25-Jul-72
TV Linder Rd,63.58,21-Sep-72
TV Linder Rd,67.65,13-Nov-72
TV Linder Rd,73.8,17-Jan-73
TV Linder Rd,78.33,23-Mar-73
TV Linder Rd,95.24,16-May-73
TV Linder Rd,84.98,10-Jul-73
TV Linder Rd,64.04,10-Sep-73
TV Linder Rd,69.61,30-Nov-73
TV Linder Rd,75.01,31-Jan-74
TV Linder Rd,76.92,1-Mar-74
TV Linder Rd,94.48,23-Apr-74
TV Linder Rd,93.72,7-Jun-74
TV Linder Rd,86.64,9-Jul-74
TV Linder Rd,64.24,9-Sep-74
TV Linder Rd,67.01,16-Nov-74
TV Linder Rd,71.02,23-Dec-74
TV Linder Rd,73.74,24-Jan-75
TV Linder Rd,77.2,12-Mar-75
TV Linder Rd,91.25,13-May-75
TV Linder Rd,92.29,24-Jun-75
TV Linder Rd,68.18,12-Sep-75
TV Linder Rd,65.84,24-Oct-75
TV Linder Rd,69.34,22-Nov-75
TV Linder Rd,78.6,15-Mar-76
TV Linder Rd,79.62,30-Mar-76
TV Linder Rd,80.74,20-Apr-76
TV Linder Rd,93.93,24-May-76
TV Linder Rd,93.09,9-Jun-76
TV Linder Rd,93.27,22-Jun-76
TV Linder Rd,90.15,21-Jul-76
TV Linder Rd,77.25,26-Aug-76
TV Linder Rd,67.4,19-Sep-76
TV Linder Rd,65.72,23-Sep-76
TV Linder Rd,68.03,28-Oct-76
TV Linder Rd,71.49,1-Dec-76
TV Linder Rd,73.76,28-Dec-76
TV Linder Rd,79,7-Mar-77
TV Linder Rd,84.9,16-Jun-77
TV Linder Rd,92.65,7-Jul-77
TV Linder Rd,91.04,1-Aug-77
TV Linder Rd,76.09,6-Sep-77
TV Linder Rd,75.42,13-Sep-77
TV Linder Rd,78.19,9-Dec-77
TV Linder Rd,84.24,23-Mar-78
TV Linder Rd,98.69,19-May-78
TV Linder Rd,80.47,14-Sep-78
TV Linder Rd,81.59,29-Mar-79
TV Linder Rd,71.77,21-Sep-79
TV Linder Rd,80.98,10-Apr-80
TV Linder Rd,76.35,5-Aug-80
TV Linder Rd,64.19,5-Sep-80
TV Linder Rd,79.34,16-Mar-81
TV Linder Rd,91.9,29-Jun-81
TV Linder Rd,72.49,23-Sep-81
TV Linder Rd,78.17,15-Mar-82
TV Linder Rd,84.45,21-Jul-82
TV Linder Rd,62.25,28-Sep-82
TV Linder Rd,79,25-Mar-83
TV Linder Rd,63.9,23-Sep-83
TV Linder Rd,89.6,28-Jun-91
TV Linder Rd,90.87,2-Dec-92
TV Linder Rd,94.38,30-Mar-93
TV Linder Rd,108.36,27-May-93
TV Linder Rd,87.01,27-Sep-93
TV Linder Rd,78.67,24-Nov-93
TV Linder Rd,86.8,21-Mar-94
TV Linder Rd,101.03,26-May-94
TV Linder Rd,87.83,23-Sep-94
TV Linder Rd,85.87,5-Dec-94
TV Linder Rd,95.33,27-Mar-95
TV Linder Rd,91.84,7-Jun-95
TV Linder Rd,77.66,29-Sep-95
TV Linder Rd,86.22,20-Mar-96
TV Linder Rd,88.43,29-May-96
TV Linder Rd,97.76,17-Jul-96
TV Linder Rd,80.2,20-Aug-96
TV Linder Rd,75.42,19-Sep-96
TV Linder Rd,74.26,23-Oct-96
TV Linder Rd,76.42,21-Nov-96
TV Linder Rd,78.78,17-Dec-96
TV Linder Rd,81.4,22-Jan-97
TV Linder Rd,83.4,19-Feb-97
TV Linder Rd,85.44,25-Mar-97
TV Linder Rd,98.88,24-Apr-97
TV Linder Rd,89.62,20-May-97
TV Linder Rd,95.67,26-Jun-97
TV Linder Rd,79.96,31-Jul-97
TV Linder Rd,76.28,26-Aug-97
TV Linder Rd,72.5,23-Sep-97
TV Linder Rd,73.45,30-Oct-97
TV Linder Rd,75.53,25-Nov-97
TV Linder Rd,77.89,23-Dec-97
TV Linder Rd,80.23,21-Jan-98
TV Linder Rd,82.78,25-Feb-98
TV Linder Rd,84.23,19-Mar-98
TV Linder Rd,86.54,22-Apr-98
TV Linder Rd,87.27,19-May-98
TV Linder Rd,95.93,23-Jun-98
TV Linder Rd,95.1,21-Jul-98
TV Linder Rd,83.26,25-Aug-98
TV Linder Rd,72.87,1-Oct-98
TV Linder Rd,73.65,29-Oct-98
TV Linder Rd,75.8,25-Nov-98
TV Linder Rd,78.24,23-Dec-98
TV Linder Rd,81.12,29-Jan-99
TV Linder Rd,82.92,24-Feb-99
TV Linder Rd,84.69,24-Mar-99
TV Linder Rd,97.3,28-Apr-99
TV Linder Rd,88.18,26-May-99
TV Linder Rd,83.39,29-Jul-99
TV Linder Rd,83.2,4-Aug-99
TV Linder Rd,75.42,22-Sep-99
TV Linder Rd,74.25,22-Oct-99
TV Linder Rd,76.04,18-Nov-99
TV Linder Rd,78.23,15-Dec-99
TV Linder Rd,80.96,19-Jan-00
TV Linder Rd,83.02,16-Feb-00
TV Linder Rd,88.55,22-Mar-00
TV Linder Rd,86.4,12-Apr-00
TV Linder Rd,89.43,17-May-00
TV Linder Rd,97.39,14-Jun-00
TV Linder Rd,84.67,12-Jul-00
TV Linder Rd,76.5,29-Sep-00
TV Linder Rd,74.76,19-Oct-00
TV Linder Rd,77.5,15-Nov-00
TV Linder Rd,78.7,14-Dec-00
TV Linder Rd,82.1,26-Jan-01
TV Linder Rd,83.5,14-Feb-01
TV Linder Rd,85.36,14-Mar-01
TV Linder Rd,87.17,18-Apr-01
TV Linder Rd,97.06,18-Jul-01
TV Linder Rd,86.96,15-Aug-01
TV Linder Rd,86.52,12-Sep-01
TV Linder Rd,85.05,15-Nov-01
TV Linder Rd,90.74,12-Mar-02
TV Linder Rd,97.82,14-May-02
TV Linder Rd,82.18,16-Sep-02
TV Linder Rd,80.73,13-Nov-02
TV Linder Rd,88.99,17-Mar-03
TV Linder Rd,80.86,17-Nov-03
TV Linder Rd,89.52,26-Mar-04
TV Linder Rd,90.8,26-May-04
TV Linder Rd,81.43,27-Sep-04
TV Linder Rd,81.7,23-Nov-04
TV Linder Rd,89.43,29-Mar-05
TV Linder Rd,92.55,23-May-05
TV Linder Rd,88.3,21-Sep-05
TV Linder Rd,86.3,22-Nov-05
TV Linder Rd,91.94,27-Mar-06
TV Linder Rd,93.95,24-May-06
TV Linder Rd,84.91,14-Sep-06
TV Linder Rd,81.98,28-Nov-06
TV Linder Rd,89.04,20-Mar-07
TV Linder Rd,92.45,24-May-07
TV Linder Rd,83.63,18-Sep-07
TV Linder Rd,83.56,30-Nov-07
TV Linder Rd,90.35,24-Mar-08
TV Linder Rd,85.49,22-Jan-09
TV Linder Rd,89.22,25-Mar-09
TV Linder Rd,80.6,9-Nov-09
TV Linder Rd,84.98,14-Jan-10
TV Linder Rd,88.14,8-Mar-10
TV Linder Rd,82.88,15-Sep-10
TV Linder Rd,79.82,15-Nov-10
TV Linder Rd,84.67,26-Jan-11
TV Linder Rd,91.28,13-May-11
TV Linder Rd,91.3,18-May-11
TV Linder Rd,89.9,20-Jul-11
TV Linder Rd,89.88,21-Jul-11
TV Linder Rd,79.7,21-Sep-11
TV Linder Rd,79.62,9-Dec-11
TV Linder Rd,82.23,11-Jan-12
TV Linder Rd,87.92,9-Apr-12
TV Linder Rd,86.2,1-Aug-12
TV Linder Rd,76.37,28-Sep-12
TV Linder Rd,83.79,25-Nov-13
TV Linder Rd,92.43,29-Apr-14
TV Linder Rd,80.39,22-Sep-14
TV Linder Rd,85.06,24-Jan-15
TV Linder Rd,88.58,25-Mar-15
TV Linder Rd,90.25,4-Jun-15
TV Linder Rd,82.78,14-Sep-15
TV Linder Rd,91.98,1-Jun-16
TV Linder Rd,80.06,15-Nov-16
TV Linder Rd,88.18,16-Mar-17
TV Linder Rd,72.35,20-Dec-66
TV Lloyd Noe no. 2,249.07,6-Apr-76
TV Lloyd Noe no. 2,252.43,5-Oct-76
TV Lloyd Noe no. 2,253.76,18-Mar-80
TV Lloyd Noe no. 2,260.4,24-Jun-81
TV Lloyd Noe no. 2,267.64,17-Oct-97
TV Lloyd Noe no. 2,265.99,30-Oct-97
TV Lloyd Noe no. 2,263.8,25-Nov-97
TV Lloyd Noe no. 2,262.35,19-Dec-97
TV Lloyd Noe no. 2,260.53,21-Jan-98
TV Lloyd Noe no. 2,258.96,24-Feb-98
TV Lloyd Noe no. 2,258.6,19-Mar-98
TV Lloyd Noe no. 2,257.6,22-Apr-98
TV Lloyd Noe no. 2,258.82,19-May-98
TV Lloyd Noe no. 2,262.7,23-Jun-98
TV Lloyd Noe no. 2,273.2,22-Jul-98
TV Lloyd Noe no. 2,269.98,26-Aug-98
TV Lloyd Noe no. 2,264.4,30-Sep-98
TV Lloyd Noe no. 2,262.43,27-Oct-98
TV Lloyd Noe no. 2,260.6,25-Nov-98
TV Lloyd Noe no. 2,259.62,22-Dec-98
TV Lloyd Noe no. 2,257.88,28-Jan-99
TV Lloyd Noe no. 2,257.06,23-Feb-99
TV Lloyd Noe no. 2,256.32,23-Mar-99
TV Lloyd Noe no. 2,263.25,27-May-99
TV Lloyd Noe no. 2,264.44,21-Oct-99
TV Lloyd Noe no. 2,261.78,17-Nov-99
TV Lloyd Noe no. 2,260.32,15-Dec-99
TV Lloyd Noe no. 2,261.8,19-Jan-00
TV Lloyd Noe no. 2,258.95,16-Feb-00
TV Lloyd Noe no. 2,258.52,22-Mar-00
TV Lloyd Noe no. 2,256.57,12-Apr-00
TV Lloyd Noe no. 2,258.86,17-May-00
TV Lloyd Noe no. 2,266.67,27-Sep-00
TV Lloyd Noe no. 2,264.82,18-Oct-00
TV Lloyd Noe no. 2,262.2,15-Nov-00
TV Lloyd Noe no. 2,260.3,14-Dec-00
TV Lloyd Noe no. 2,258.55,26-Jan-01
TV Lloyd Noe no. 2,257.92,14-Feb-01
TV Lloyd Noe no. 2,257.34,14-Mar-01
TV Lloyd Noe no. 2,256.46,18-Apr-01
TV Lloyd Noe no. 2,266.45,18-Jul-01
TV Lloyd Noe no. 2,266.54,15-Aug-01
TV Lloyd Noe no. 2,265.7,15-Oct-01
TV Lloyd Noe no. 2,259.4,9-Jan-02
TV Lloyd Noe no. 2,270,3-Apr-02
TV Lloyd Noe no. 2,278.4,21-Jun-02
TV Lloyd Noe no. 2,295.4,11-Sep-02
TV Lloyd Noe no. 2,262.1,10-Dec-02
TV Lloyd Noe no. 2,258.2,7-Mar-03
TV Lloyd Noe no. 2,262,24-Dec-03
TV Lloyd Noe no. 2,259.8,24-Feb-04
TV Lloyd Noe no. 2,268.1,17-Jun-04
TV Lloyd Noe no. 2,268.7,23-Aug-04
TV Lloyd Noe no. 2,267.2,19-Oct-04
TV Lloyd Noe no. 2,263.2,22-Dec-04
TV Lloyd Noe no. 2,263.4,15-Feb-05
TV Lloyd Noe no. 2,262.5,18-Apr-05
TV Lloyd Noe no. 2,278.2,20-Jul-05
TV Lloyd Noe no. 2,277.5,19-Sep-05
TV Lloyd Noe no. 2,263.3,29-Nov-05
TV Lloyd Noe no. 2,259,21-Apr-06
TV Lloyd Noe no. 2,278.1,21-Jun-06
TV Lloyd Noe no. 2,291.2,1-Sep-06
TV Lloyd Noe no. 2,266.5,18-Oct-06
TV Lloyd Noe no. 2,261.6,22-Dec-06
TV Lloyd Noe no. 2,259.6,21-Feb-07
TV Lloyd Noe no. 2,261.2,27-Apr-07
TV Lloyd Noe no. 2,264.1,20-Jun-07
TV Lloyd Noe no. 2,284.7,21-Aug-07
TV Lloyd Noe no. 2,266.2,23-Oct-07
TV Lloyd Noe no. 2,261.9,18-Dec-07
TV Lloyd Noe no. 2,274.5,20-May-08
TV Lloyd Noe no. 2,294.8,21-Jul-08
TV Lloyd Noe no. 2,303.5,10-Sep-08
TV Lloyd Noe no. 2,263.2,19-Nov-08
TV Lloyd Noe no. 2,260.7,13-Jan-09
TV Lloyd Noe no. 2,258.9,11-Mar-09
TV Lloyd Noe no. 2,262.6,9-Nov-09
TV Lloyd Noe no. 2,259.38,13-Jan-10
TV Lloyd Noe no. 2,257.77,8-Mar-10
TV Lloyd Noe no. 2,261.53,15-Nov-10
TV Lloyd Noe no. 2,255.85,13-May-11
TV Lloyd Noe no. 2,255.72,7-Dec-11
TV Lloyd Noe no. 2,254.54,11-Jan-12
TV Lloyd Noe no. 2,253.01,28-Mar-12
TV Lloyd Noe no. 2,252.01,13-Feb-13
TV Lloyd Noe no. 2,256.49,25-Nov-13
TV Lloyd Noe no. 2,253.53,25-Mar-15
TV Lloyd Noe no. 2,255.23,15-Nov-16
TV Lloyd Noe no. 2,252.98,16-Mar-17
TV Logan St,6.15,22-Mar-96
TV Logan St,4.5,18-Jul-96
TV Logan St,4.42,21-Aug-96
TV Logan St,4.43,16-Sep-96
TV Logan St,5.02,23-Oct-96
TV Logan St,5.65,21-Nov-96
TV Logan St,5.94,17-Dec-96
TV Logan St,5.51,22-Jan-97
TV Logan St,5.68,19-Feb-97
TV Logan St,6.18,25-Mar-97
TV Logan St,5.48,24-Apr-97
TV Logan St,14.97,20-May-97
TV Logan St,4.77,26-Jun-97
TV Logan St,4.25,31-Jul-97
TV Logan St,13.15,26-Aug-97
TV Logan St,4.6,23-Sep-97
TV Logan St,5.23,30-Oct-97
TV Logan St,5.73,24-Nov-97
TV Logan St,6.03,19-Dec-97
TV Logan St,5.94,21-Jan-98
TV Logan St,6.02,24-Feb-98
TV Logan St,6.2,17-Mar-98
TV Logan St,6.09,22-Apr-98
TV Logan St,5.14,19-May-98
TV Logan St,5.2,23-Jun-98
TV Logan St,5.17,22-Jul-98
TV Logan St,4.47,26-Aug-98
TV Logan St,4.36,30-Sep-98
TV Logan St,5.4,27-Oct-98
TV Logan St,5.89,24-Nov-98
TV Logan St,6.16,22-Dec-98
TV Logan St,6.25,28-Jan-99
TV Logan St,7.1,23-Feb-99
TV Logan St,6.25,23-Mar-99
TV Logan St,5.89,26-Apr-99
TV Logan St,4.51,25-May-99
TV Logan St,4.94,23-Jun-99
TV Logan St,4.97,27-Jul-99
TV Logan St,4.44,26-Aug-99
TV Logan St,4.65,22-Sep-99
TV Logan St,5.12,21-Oct-99
TV Logan St,5.65,17-Nov-99
TV Logan St,6.03,15-Dec-99
TV Logan St,6.29,19-Jan-00
TV Logan St,6.33,16-Feb-00
TV Logan St,6.32,22-Mar-00
TV Logan St,6.48,12-Apr-00
TV Logan St,6.07,17-May-00
TV Logan St,5.65,14-Jun-00
TV Logan St,5.33,12-Jul-00
TV Logan St,5,16-Aug-00
TV Logan St,4.91,27-Sep-00
TV Logan St,4.97,18-Oct-00
TV Logan St,5.65,15-Nov-00
TV Logan St,6.02,13-Dec-00
TV Logan St,6.35,24-Jan-01
TV Logan St,6.45,14-Feb-01
TV Logan St,6.48,14-Mar-01
TV Logan St,6.58,18-Apr-01
TV Logan St,6.03,16-May-01
TV Logan St,5.49,20-Jun-01
TV Logan St,6.4,18-Jul-01
TV Logan St,6.88,15-Aug-01
TV Logan St,6.06,12-Sep-01
TV Logan St,5.6,10-Oct-01
TV Logan St,6.4,8-Jan-02
TV Logan St,6.6,2-Apr-02
TV Logan St,16.5,20-Jun-02
TV Logan St,4.9,12-Sep-02
TV Logan St,6.1,11-Dec-02
TV Logan St,6.4,4-Mar-03
TV Logan St,4.9,16-Sep-03
TV Logan St,6.2,30-Dec-03
TV Logan St,5.8,24-Feb-04
TV Logan St,6.2,19-Apr-04
TV Logan St,5.3,15-Jun-04
TV Logan St,5.1,24-Aug-04
TV Logan St,5.3,20-Oct-04
TV Logan St,6,21-Dec-04
TV Logan St,6.3,17-Feb-05
TV Logan St,6.5,15-Apr-05
TV Logan St,5.5,21-Jul-05
TV Logan St,6.2,22-Sep-05
TV Logan St,7.2,23-Nov-05
TV Logan St,5.7,25-Jan-06
TV Logan St,5.8,21-Apr-06
TV Logan St,19,20-Jun-06
TV Logan St,5.03,14-Jul-06
TV Logan St,4.6,28-Aug-06
TV Logan St,5.2,18-Oct-06
TV Logan St,6,27-Dec-06
TV Logan St,6.5,20-Feb-07
TV Logan St,6.2,24-Apr-07
TV Logan St,5.3,18-Jun-07
TV Logan St,5,22-Aug-07
TV Logan St,5.4,22-Oct-07
TV Logan St,6,18-Dec-07
TV Logan St,6.2,18-Feb-08
TV Logan St,3.6,19-May-08
TV Logan St,5.3,16-Jul-08
TV Logan St,4.9,10-Sep-08
TV Logan St,5.9,18-Nov-08
TV Logan St,6.2,22-Jan-09
TV Logan St,6.5,12-Mar-09
TV Logan St,6.9,28-May-09
TV Logan St,6.02,19-Jan-10
TV Logan St,6.25,11-Mar-10
TV Logan St,7.37,14-May-10
TV Logan St,5.24,16-Jul-10
TV Logan St,4.86,13-Sep-10
TV Logan St,5.61,12-Nov-10
TV Logan St,5.62,19-Jan-11
TV Logan St,5.91,8-Mar-11
TV Logan St,5.19,16-May-11
TV Logan St,4.85,21-Jul-11
TV Logan St,5.42,9-Nov-11
TV Logan St,6.02,5-Jan-12
TV Logan St,6.1,27-Mar-12
TV Logan St,5.29,29-May-12
TV Logan St,5.05,20-Jul-12
TV Logan St,4.79,13-Sep-12
TV Logan St,6.36,18-Mar-13
TV Logan St,4.93,25-Sep-13
TV Logan St,5.9,29-Nov-13
TV Logan St,5.04,23-Jul-14
TV Logan St,4.85,19-Sep-14
TV Logan St,5.66,24-Jan-15
TV Logan St,6,13-Mar-15
TV Logan St,5.48,2-Jun-15
TV Logan St,4.97,2-Sep-15
TV Logan St,6.88,17-May-16
TV Logan St,5.35,21-Oct-16
TV Logan St,5.48,31-Oct-16
TV Logan St,5.71,17-Nov-16
TV Logan St,5.87,1-Dec-16
TV Logan St,5.91,15-Dec-16
TV Logan St,6.03,29-Dec-16
TV Logan St,5.95,12-Jan-17
TV Logan St,5.87,26-Jan-17
TV Logan St,5.51,9-Feb-17
TV Logan St,5.11,23-Feb-17
TV Logan St,5.28,9-Mar-17
TV Logan St,5.5,23-Mar-17
TV Lonestar Rd,36.99,30-Sep-90
TV Lonestar Rd,39.28,21-Mar-96
TV Lonestar Rd,37.83,21-Aug-96
TV Lonestar Rd,37.7,20-Sep-96
TV Lonestar Rd,37.07,23-Oct-96
TV Lonestar Rd,38.35,21-Nov-96
TV Lonestar Rd,38.63,17-Dec-96
TV Lonestar Rd,38.68,22-Jan-97
TV Lonestar Rd,38.83,18-Feb-97
TV Lonestar Rd,39.48,25-Mar-97
TV Lonestar Rd,39.1,24-Apr-97
TV Lonestar Rd,51.61,20-May-97
TV Lonestar Rd,37.67,26-Jun-97
TV Lonestar Rd,37.51,31-Jul-97
TV Lonestar Rd,49.06,26-Aug-97
TV Lonestar Rd,37.73,23-Sep-97
TV Lonestar Rd,37.77,30-Oct-97
TV Lonestar Rd,38.07,24-Nov-97
TV Lonestar Rd,38.37,19-Dec-97
TV Lonestar Rd,38.64,21-Jan-98
TV Lonestar Rd,38.82,24-Feb-98
TV Lonestar Rd,38.94,18-Mar-98
TV Lonestar Rd,39.01,22-Apr-98
TV Lonestar Rd,38.99,23-Jun-98
TV Lonestar Rd,51.67,21-Jul-98
TV Lonestar Rd,51.82,26-Aug-98
TV Lonestar Rd,36.99,30-Sep-98
TV Lonestar Rd,37.39,27-Oct-98
TV Lonestar Rd,37.79,23-Nov-98
TV Lonestar Rd,38.22,22-Dec-98
TV Lonestar Rd,38.63,28-Jan-99
TV Lonestar Rd,38.83,23-Feb-99
TV Lonestar Rd,38.96,23-Mar-99
TV Lonestar Rd,38.87,26-Apr-99
TV Lonestar Rd,44.57,25-May-99
TV Lonestar Rd,37.35,22-Sep-99
TV Lonestar Rd,37.75,21-Oct-99
TV Lonestar Rd,38.14,17-Nov-99
TV Lonestar Rd,38.51,15-Dec-99
TV Lonestar Rd,38.76,19-Jan-00
TV Lonestar Rd,38.99,16-Feb-00
TV Lonestar Rd,41.07,22-Mar-00
TV Lonestar Rd,39.14,12-Apr-00
TV Lonestar Rd,38.57,17-May-00
TV Lonestar Rd,38.02,14-Jun-00
TV Lonestar Rd,49.03,12-Jul-00
TV Lonestar Rd,48.98,16-Aug-00
TV Lonestar Rd,43.05,18-Oct-00
TV Lonestar Rd,37.98,15-Nov-00
TV Lonestar Rd,38.23,13-Dec-00
TV Lonestar Rd,38.45,24-Jan-01
TV Lonestar Rd,38.58,14-Feb-01
TV Lonestar Rd,38.72,14-Mar-01
TV Lonestar Rd,38.84,18-Apr-01
TV Lonestar Rd,49.67,16-May-01
TV Lonestar Rd,48.89,20-Jun-01
TV Lonestar Rd,48.83,18-Jul-01
TV Lonestar Rd,49.08,15-Aug-01
TV Lonestar Rd,48.95,12-Sep-01
TV Lonestar Rd,40.3,10-Oct-01
TV Lonestar Rd,39.7,9-Jan-02
TV Lonestar Rd,38.5,21-Jun-02
TV Lonestar Rd,55.1,12-Sep-02
TV Lonestar Rd,37.4,11-Dec-02
TV Lonestar Rd,38.9,4-Mar-03
TV Lonestar Rd,53.8,16-Sep-03
TV Lonestar Rd,37.5,26-Dec-03
TV Lonestar Rd,37.6,25-Feb-04
TV Lonestar Rd,54.3,25-Apr-04
TV Lonestar Rd,36.6,15-Jun-04
TV Lonestar Rd,36.2,24-Aug-04
TV Lonestar Rd,37.3,19-Oct-04
TV Lonestar Rd,36.8,22-Dec-04
TV Lonestar Rd,38.2,17-Feb-05
TV Lonestar Rd,37.6,12-Apr-05
TV Lonestar Rd,55.6,21-Jul-05
TV Lonestar Rd,47.5,22-Sep-05
TV Lonestar Rd,36.2,29-Nov-05
TV Lonestar Rd,37.3,25-Jan-06
TV Lonestar Rd,37.6,21-Apr-06
TV Lonestar Rd,36.7,21-Jun-06
TV Lonestar Rd,35.8,28-Aug-06
TV Lonestar Rd,36.1,18-Oct-06
TV Lonestar Rd,36.1,27-Dec-06
TV Lonestar Rd,37.6,21-Feb-07
TV Lonestar Rd,37.6,24-Apr-07
TV Lonestar Rd,36.2,18-Jun-07
TV Lonestar Rd,54.6,22-Aug-07
TV Lonestar Rd,36.6,24-Oct-07
TV Lonestar Rd,37.1,18-Dec-07
TV Lonestar Rd,37.5,19-Feb-08
TV Lonestar Rd,37,20-May-08
TV Lonestar Rd,35.9,16-Jul-08
TV Lonestar Rd,36,11-Sep-08
TV Lonestar Rd,36.9,19-Nov-08
TV Lonestar Rd,37.2,15-Jan-09
TV Lonestar Rd,37.4,11-Mar-09
TV Lonestar Rd,36.7,27-May-09
TV Lonestar Rd,36.39,19-Jan-10
TV Lonestar Rd,36.82,9-Mar-10
TV Lonestar Rd,36.37,17-May-10
TV Lonestar Rd,35.33,12-Jul-10
TV Lonestar Rd,35.08,13-Sep-10
TV Lonestar Rd,35.61,12-Nov-10
TV Lonestar Rd,36.18,19-Jan-11
TV Lonestar Rd,36.46,8-Mar-11
TV Lonestar Rd,36.17,16-May-11
TV Lonestar Rd,34.54,21-Jul-11
TV Lonestar Rd,35.01,9-Nov-11
TV Lonestar Rd,35.84,5-Jan-12
TV Lonestar Rd,36.32,27-Mar-12
TV Lonestar Rd,35.31,29-May-12
TV Lonestar Rd,54.88,6-Aug-12
TV Lonestar Rd,34.35,13-Sep-12
TV Lonestar Rd,36.37,12-Feb-13
TV Lonestar Rd,36.58,18-Mar-13
TV Lonestar Rd,36.63,29-Nov-13
TV Lonestar Rd,38.34,18-Apr-14
TV Lonestar Rd,34.68,23-Jul-14
TV Lonestar Rd,34.37,23-Sep-14
TV Lonestar Rd,36.24,24-Jan-15
TV Lonestar Rd,36.59,13-Mar-15
TV Lonestar Rd,35.14,2-Jun-15
TV Lonestar Rd,34.34,2-Sep-15
TV Lonestar Rd,35.26,17-May-16
TV Lonestar Rd,34.74,21-Oct-16
TV Lonestar Rd,36.16,15-Mar-17
TV Looney,18.35,21-Mar-96
TV Looney,12.96,19-Jul-96
TV Looney,12.7,21-Aug-96
TV Looney,12.15,17-Sep-96
TV Looney,13.27,22-Oct-96
TV Looney,14.25,20-Nov-96
TV Looney,14.74,16-Dec-96
TV Looney,14.59,21-Jan-97
TV Looney,14.8,18-Feb-97
TV Looney,15.14,26-Mar-97
TV Looney,13.95,28-Apr-97
TV Looney,13.75,21-May-97
TV Looney,12.91,25-Jun-97
TV Looney,12.71,30-Jul-97
TV Looney,12.44,25-Aug-97
TV Looney,12.78,24-Sep-97
TV Looney,14,28-Oct-97
TV Looney,14.39,24-Nov-97
TV Looney,15.04,22-Dec-97
TV Looney,15.1,20-Jan-98
TV Looney,15.15,26-Feb-98
TV Looney,17.18,18-Mar-98
TV Looney,14.9,21-Apr-98
TV Looney,14.16,18-May-98
TV Looney,13.39,22-Jun-98
TV Looney,13.35,20-Jul-98
TV Looney,13.14,24-Aug-98
TV Looney,12.9,29-Sep-98
TV Looney,13.69,26-Oct-98
TV Looney,14.6,24-Nov-98
TV Looney,15.06,21-Dec-98
TV Looney,15.24,27-Jan-99
TV Looney,15.28,22-Feb-99
TV Looney,15.34,22-Mar-99
TV Looney,14.97,30-Apr-99
TV Looney,13.7,24-May-99
TV Looney,15.5,22-Jun-99
TV Looney,13.4,26-Jul-99
TV Looney,12.97,24-Aug-99
TV Looney,12.9,21-Sep-99
TV Looney,13.9,20-Oct-99
TV Looney,14.37,16-Nov-99
TV Looney,14.94,14-Dec-99
TV Looney,15.7,18-Jan-00
TV Looney,15.55,15-Feb-00
TV Looney,18.84,21-Mar-00
TV Looney,15.38,11-Apr-00
TV Looney,13.97,16-May-00
TV Looney,13.37,13-Jun-00
TV Looney,15.57,11-Jul-00
TV Looney,13.59,15-Aug-00
TV Looney,13.03,26-Sep-00
TV Looney,13.76,17-Oct-00
TV Looney,14.2,14-Nov-00
TV Looney,14.81,12-Dec-00
TV Looney,15.33,23-Jan-01
TV Looney,15.49,13-Feb-01
TV Looney,15.48,13-Mar-01
TV Looney,15.14,17-Apr-01
TV Looney,15.33,15-May-01
TV Looney,14.6,19-Jun-01
TV Looney,14.73,17-Jul-01
TV Looney,14.24,14-Aug-01
TV Looney,17.77,11-Sep-01
TV Looney,12.9,4-Oct-01
TV Looney,15.2,8-Jan-02
TV Looney,19.2,2-Apr-02
TV Looney,18.5,20-Jun-02
TV Looney,12.4,12-Sep-02
TV Looney,14.6,11-Dec-02
TV Looney,15.3,4-Mar-03
TV Looney,14.62,8-Jul-03
TV Looney,12.9,16-Sep-03
TV Looney,14.3,29-Dec-03
TV Looney,15.4,17-Feb-04
TV Looney,15.3,19-Apr-04
TV Looney,13.6,15-Jun-04
TV Looney,12.6,23-Aug-04
TV Looney,11.7,20-Oct-04
TV Looney,14.8,21-Dec-04
TV Looney,14.6,15-Feb-05
TV Looney,15.4,12-Apr-05
TV Looney,13.9,21-Jul-05
TV Looney,13.7,19-Sep-05
TV Looney,13.9,23-Nov-05
TV Looney,15.5,25-Jan-06
TV Looney,15.7,21-Apr-06
TV Looney,12.9,20-Jun-06
TV Looney,15.9,31-Aug-06
TV Looney,14.7,18-Oct-06
TV Looney,14.8,28-Dec-06
TV Looney,22.2,21-Feb-07
TV Looney,14.8,26-Apr-07
TV Looney,12.9,18-Jun-07
TV Looney,12.4,22-Aug-07
TV Looney,14.6,22-Oct-07
TV Looney,14.4,18-Dec-07
TV Looney,15.3,18-Feb-08
TV Looney,13.1,19-May-08
TV Looney,31,16-Jul-08
TV Looney,11.48,25-Aug-08
TV Looney,21.2,9-Sep-08
TV Looney,14.1,18-Nov-08
